"","p.value","HR","Low 95%CI","High 95%CI"
"GJB1",0.627190110397383,1.02696669269457,0.922403949131666,1.14338255912377
"NPDC1",0.528012701093829,1.05977149471216,0.884922424225801,1.26916844941185
"CCPG1",0.395035201434221,0.853990480786924,0.593596870604143,1.22861116254273
"TMEM47",0.675394556169067,1.03516977965074,0.880543229750223,1.21694930640274
"ARMC9",0.661194196685327,1.07288189068517,0.783286713379,1.46954561043757
"TTC25",0.292412954489461,0.881155130999896,0.696245370658875,1.11517346844645
"PLEKHB1",0.930925890016945,1.00694019980799,0.861164256090575,1.17739276661607
"NBEA",0.614172284440166,0.944801303500363,0.757649332654816,1.17818292001674
"GCNT2",0.0206603006027314,0.801192916971519,0.664059424540054,0.966645553822138
"CCDC114",0.134522568953389,0.868651426907713,0.722356848441279,1.04457416455178
"TSPAN1",0.747822097687664,0.982378743305277,0.881476815887054,1.09483083151414
"ST3GAL4",0.351787790492384,1.10658999536313,0.894123326838039,1.36954420165752
"KLHDC7A",0.417087244199662,0.936944776908787,0.80056269365731,1.09656060909633
"EPS8",0.552715435029923,0.951078412396427,0.805938771429295,1.12235591411284
"CLIC5",0.845941223006217,1.02027195386056,0.833288430531067,1.24921314360627
"KIAA1324",0.571142295942872,0.970558074309551,0.875202579923276,1.07630278659604
"BCL2L15",0.430259232195186,0.943786599282512,0.817405599935941,1.08970766172272
"IQCD",0.145061435330279,0.843318865263088,0.670577877629033,1.06055796386122
"MMEL1",0.774823714870578,1.03011374273353,0.840629626998154,1.26230897518774
"TFF3",0.99938681971516,1.00002683673195,0.93387253066148,1.07086742713778
"PLLP",0.0464384860562829,0.802682927799736,0.646538275990007,0.996537879516222
"CRYM",0.154074047799222,0.89263280080231,0.763556724534527,1.04352864884258
"PRR15",0.689861240087757,1.02149320062516,0.920182510634808,1.1339580429578
"ATP2A3",0.044928048564957,0.830024309000557,0.691849943939666,0.995794477641718
"SHROOM3",0.340373944980777,1.08996870049628,0.913065266841965,1.30114660058268
"TSPAN3",0.738622761374393,1.04197403850036,0.818405676077828,1.32661579537419
"RILPL2",0.0766752095091198,0.729765252313526,0.514883861275849,1.03432514308097
"ACY3",0.452883291689961,0.945829660260322,0.817818918602068,1.09387753924466
"NUCB2",0.177286473731912,0.841635518609295,0.655163006792609,1.08118184152751
"CLDN10",0.423410405347669,0.950897583841693,0.840614940036357,1.07564851859148
"ARRB1",0.451941690073131,0.899151686619642,0.681608959910392,1.18612548118093
"CLIC6",0.105621565532078,0.919880563715078,0.831385992202556,1.01779469396522
"ZMYND10",0.0350984974567892,0.808309027751305,0.663152648469514,0.985238445254127
"ZNF69",0.95792762115439,1.00542176673147,0.822438369179733,1.22911693678109
"CAPS",0.0888796578958017,0.872686899692984,0.745978974112074,1.02091674340051
"LMCD1",0.457774557369032,0.908513597897457,0.705248347207171,1.17036354758321
"C9orf116",0.0789855270186969,0.809309278354369,0.639133376039839,1.02479628288047
"UBXN10",0.492567719675065,1.05016724636847,0.913148710677106,1.2077454991174
"FAM107A",0.0323652839508848,0.783861886212295,0.627148987204127,0.979734431838135
"ALDH1A2",0.532132703694518,0.945662849795136,0.79362777368235,1.12682324779701
"CLDN3",0.260353023773131,0.956940633370478,0.886338280432453,1.03316690253827
"DNALI1",0.476665329192823,0.957185446512568,0.8485141731403,1.07977451410699
"C9orf152",0.613992494280227,1.02949230278786,0.919541640765555,1.15258989317447
"GMDS",0.951019232460445,1.00665656848621,0.814602861951737,1.24398954902822
"FUCA1",0.586888467090512,0.934369420940142,0.731431938781809,1.19361237662395
"ALDH1A1",0.0784663526302132,0.911949058964412,0.822970817900862,1.01054748000343
"FAM107B",0.355428199575636,0.918096559532759,0.765909849841278,1.10052285239649
"KCNQ1",0.717753722605967,0.971649230481392,0.831346614756941,1.13563008537793
"TMC5",0.77762385939033,1.01594919066219,0.91029176353611,1.13387025935253
"ST6GALNAC4",0.861132052362515,0.975164117062562,0.735704966651376,1.29256304947174
"SLC44A4",0.635168812998187,0.978024982466989,0.892250021183887,1.07204577598146
"PKDCC",0.66681404617857,1.0266583716152,0.910771197180475,1.1572911124886
"DOK1",0.154943016841377,0.808019390306817,0.602345350056157,1.08392193124913
"SORBS2",0.520258095906734,1.05700367247763,0.892650827063061,1.25161679097652
"DNAJC22",0.916493671712965,1.00764384614921,0.873954882815469,1.16178322319272
"PGPEP1",0.266186264659633,0.869358829718018,0.679239832198658,1.11269206984263
"VSIG2",0.725552083671967,0.979393894725227,0.871908557736109,1.10012958642776
"VTCN1",0.015453365483564,0.869899761363596,0.777100313228071,0.973781096132889
"ARHGAP26",0.173434326639036,0.850644060353011,0.673902519470858,1.07373885169923
"RSPH1",0.360907386769817,0.916131945747322,0.759187733251825,1.10552068382851
"AGR3",0.324019775500274,0.955728424971549,0.873479504782943,1.04572210028623
"SLC34A2",0.617109722886231,0.97751390404273,0.894132298251528,1.06867119604716
"MITF",0.321293742818227,0.877660139782998,0.678156691450639,1.13585448713364
"ORAI2",0.964687903574586,0.993693890355735,0.750969623766384,1.31487015783409
"SLC2A10",0.26201090289164,1.08346308656963,0.941846655293931,1.24637301981249
"CAPN5",0.736555068929836,0.976535623795788,0.850376550358059,1.12141124322007
"CP",0.789435305338952,0.987280362898973,0.898745337063104,1.08453693696047
"CABP4",0.580435606830029,1.05984545444808,0.86245461471615,1.3024133306817
"NR2F2",0.335151379765195,0.911342133405159,0.754552722564014,1.1007110030658
"CRIP1",0.0110698446068081,0.747589931423838,0.59730457691159,0.935687967529207
"GNA14",0.714800320207019,0.957674341256305,0.759411504448764,1.20769851197662
"AQP5",0.331507290177639,0.96395284974512,0.895107357627241,1.03809346288347
"NEDD9",0.0933889199026545,0.851764465736609,0.70618718780845,1.02735183760989
"MLPH",0.735062907437249,1.02123204905168,0.904225573119641,1.15337912243751
"HGD",0.46388019745548,0.953976993865767,0.840978761042859,1.08215825058011
"GLIS3",0.809450317484878,1.02633569761346,0.830860509175091,1.26780001283432
"CHST6",0.0797106170119814,0.873316988740716,0.750541438735741,1.0161764873474
"ASRGL1",0.189920019017767,0.915779208043673,0.802896216120944,1.0445329558743
"SPDEF",0.471721508087012,1.03210023607328,0.947004407923555,1.12484259670786
"PIP5K1B",0.815155278932512,1.02090826990801,0.858309817222508,1.21430941910848
"WFDC2",0.987261821891799,1.00058518075131,0.93124611667029,1.07508711823557
"AGR2",0.62234928357197,0.980855686718334,0.908235006338906,1.05928297351787
"RAB20",0.457459142388752,0.92651669776251,0.757564525975475,1.13314861216262
"RBPMS",0.391500276656534,0.912046260335746,0.738864012272037,1.12582067495007
"CREB3L1",0.710340618064792,1.02133549694243,0.913659427322886,1.14170134529351
"SLC9A3R2",0.286556756157756,0.891376341183704,0.721468397362199,1.10129810886666
"PIGR",0.478522214276592,0.975314756862113,0.910171241931538,1.04512077632151
"ST6GALNAC1",0.190094011157335,0.922031597573156,0.816605229841295,1.0410688492511
"ST6GAL1",0.409642198394689,0.94254425055436,0.818869638264925,1.08489754991461
